lr,t,c_l,c_r,c_s,cc,cs,n_l,n_r,n_s,nn,s_l,s_r,s_s,sc,ss,sum
NTF4_NTRK2,MEDIAN,,,,11.99,15.66,,,,5.7,,,,4.44,,
NTF4_NTRK2,OV,2.1,0.34,0.28,13.7,48.08,0.17,4.47,0.74,14.02,0.82,1.21,1.0,5.37,18.83,5.29
NTF4_NTRK2,PAAD,3.4,0.0,0.0,0.0,91.88,0.04,5.22,0.19,0.56,0.28,8.93,2.5,0.0,7.56,33.08
NTF4_NTRK2,PRAD,0.0,0.0,0.0,0.0,0.0,6.29,2.35,14.75,43.02,6.61,2.96,19.54,0.0,56.98,34.29
NTF4_NTRK2,SKCM,0.08,0.64,0.05,18.67,35.05,0.0,0.32,0.0,0.11,0.07,1.2,0.08,16.04,30.13,0.28
NTF4_NTRK2,STAD,0.29,0.64,0.04,26.56,52.6,0.02,1.16,0.02,3.47,0.06,1.26,0.08,5.83,11.54,0.7
NTF4_NTRK2,THCA,1.24,88.7,99.67,26.5,13.7,0.96,101.1,97.16,23.39,1.12,45.87,51.54,24.0,12.41,415.32
NTF4_NTRK2,UCEC,1.24,1.15,0.06,63.29,22.32,0.17,1.42,0.24,10.8,0.05,0.4,0.02,2.66,0.94,2.25
NXPH3_NRXN2,BLCA,0.08,0.02,0.07,0.01,0.87,6.11,2.42,14.79,65.96,3.0,2.45,7.37,0.31,32.86,22.43
NXPH3_NRXN2,BRCA,3.74,0.3,0.39,4.17,55.16,2.98,1.84,5.49,20.16,1.29,4.01,5.19,1.44,19.06,27.22
NXPH3_NRXN2,CESC,0.35,0.26,0.31,0.03,0.29,22.94,12.47,286.12,98.52,1.23,2.47,3.03,0.11,1.04,290.41
NXPH3_NRXN2,CRC,0.46,1.08,2.09,3.3,8.92,1.97,2.74,5.4,36.12,1.94,2.91,5.64,13.96,37.71,14.96
NXPH3_NRXN2,ESCA,0.0,0.31,0.32,0.0,0.0,0.38,0.69,0.26,8.95,1.02,2.31,2.36,10.74,80.31,2.94
NXPH3_NRXN2,GBM,7.44,76.38,74.65,27.41,2.62,6.84,199.96,1367.92,66.02,0.98,7.3,7.14,3.6,0.34,2071.84
NXPH3_NRXN2,HNSC,0.21,0.82,0.37,11.79,15.37,0.54,0.43,0.23,15.42,0.45,1.07,0.48,24.93,32.49,1.48
NXPH3_NRXN2,KIRC,0.3,15.43,25.17,11.69,3.46,0.46,3.39,1.54,3.84,1.63,4.56,7.44,62.53,18.49,40.25
NXPH3_NRXN2,KIRP,0.06,11.36,6.06,5.5,1.69,0.5,5.48,2.74,23.85,0.53,3.5,1.87,52.73,16.23,11.5
NXPH3_NRXN2,LGG,7.93,145.18,835.4,28.59,9.7,6.84,199.96,1367.92,33.95,5.75,49.26,283.43,20.73,7.03,4029.51
NXPH3_NRXN2,LIHC,0.15,0.88,0.39,5.25,19.22,0.08,0.68,0.06,2.22,0.44,3.24,1.43,15.74,57.57,2.48
NXPH3_NRXN2,LUAD,0.15,0.14,0.19,0.44,4.98,3.54,0.64,2.27,45.84,1.38,1.61,2.22,3.93,44.81,4.95
NXPH3_NRXN2,LUSC,0.16,1.65,1.46,4.76,3.62,3.48,0.74,2.56,45.7,0.89,1.25,1.11,26.11,19.81,5.6
NXPH3_NRXN2,MEDIAN,,,,3.74,3.54,,,,28.68,,,,9.43,,
NXPH3_NRXN2,OV,0.22,3.55,4.36,1.04,1.0,4.79,13.8,66.03,86.76,1.23,3.39,4.16,5.73,5.47,76.1
NXPH3_NRXN2,PAAD,0.23,0.34,0.83,0.13,6.01,1.07,14.8,15.9,27.36,2.46,15.39,37.8,1.43,65.06,58.1
NXPH3_NRXN2,PRAD,0.44,0.59,6.42,0.33,3.09,4.26,2.27,9.66,12.23,10.94,5.5,60.23,8.13,76.23,79.01
NXPH3_NRXN2,SKCM,0.25,2.19,1.64,8.29,15.49,0.26,1.12,0.29,4.45,0.75,4.09,3.07,25.02,46.75,6.57
NXPH3_NRXN2,STAD,0.0,0.0,0.0,0.0,0.0,1.23,1.25,1.53,11.13,2.29,5.31,12.18,0.0,88.87,13.71
NXPH3_NRXN2,THCA,0.71,3.91,3.95,22.38,6.42,0.99,3.73,3.7,30.0,1.01,1.12,1.13,32.02,9.18,12.32
NXPH3_NRXN2,UCEC,0.22,0.87,1.89,0.1,0.88,10.22,16.41,167.74,89.18,2.16,7.7,16.62,1.0,8.83,188.1
NXPH3_NRXN3,BLCA,0.08,1.97,5.9,0.93,0.2,6.11,1.55,9.48,56.25,3.0,0.43,1.28,35.04,7.58,16.85
NXPH3_NRXN3,BRCA,3.74,0.9,1.17,32.96,22.73,2.98,0.86,2.57,25.07,1.29,0.62,0.8,11.39,7.86,10.24
NXPH3_NRXN3,CESC,0.35,0.32,0.39,0.35,0.14,22.94,1.35,31.0,97.79,1.23,0.13,0.16,1.24,0.49,31.7
NXPH3_NRXN3,CRC,0.46,1.29,2.49,6.22,7.92,1.97,1.25,2.47,26.03,1.94,1.64,3.17,26.32,33.5,9.47
NXPH3_NRXN3,ESCA,0.0,0.0,0.0,0.0,0.0,0.38,0.49,0.19,6.45,1.02,2.66,2.71,0.0,93.55,2.9
NXPH3_NRXN3,GBM,7.44,1.33,1.3,2.84,4.78,6.84,46.56,318.54,91.37,0.98,2.24,2.19,0.37,0.63,348.61
NXPH3_NRXN3,HNSC,0.21,0.82,0.37,24.96,0.79,0.54,0.26,0.14,19.81,0.45,0.03,0.01,52.76,1.68,0.7
NXPH3_NRXN3,KIRC,0.3,1.96,3.2,7.34,7.46,0.46,1.07,0.49,5.99,1.63,2.0,3.26,39.28,39.93,8.16
NXPH3_NRXN3,KIRP,0.06,3.08,1.64,6.86,0.66,0.5,1.02,0.51,20.36,0.53,0.3,0.16,65.81,6.31,2.5
NXPH3_NRXN3,LGG,7.93,2.27,13.05,3.84,14.77,6.84,46.56,318.54,67.91,5.75,8.73,50.23,2.78,10.71,469.08
NXPH3_NRXN3,LIHC,0.15,0.26,0.11,5.46,19.3,0.08,0.09,0.01,1.07,0.44,0.91,0.4,16.36,57.82,0.69
NXPH3_NRXN3,LUAD,0.15,1.67,2.31,1.85,1.24,3.54,2.7,9.56,69.05,1.38,1.12,1.55,16.67,11.18,13.85
NXPH3_NRXN3,LUSC,0.16,3.55,3.15,4.37,0.74,3.48,2.53,8.8,66.89,0.89,0.6,0.53,23.97,4.03,13.15
NXPH3_NRXN3,MEDIAN,,,,4.1,2.47,,,,25.55,,,,16.51,,
NXPH3_NRXN3,OV,0.22,1.33,1.64,7.47,2.38,4.79,0.3,1.44,36.07,1.23,0.43,0.52,40.99,13.08,3.99
NXPH3_NRXN3,PAAD,0.23,0.35,0.86,1.42,5.12,1.07,1.18,1.27,22.7,2.46,1.26,3.09,15.37,55.39,5.59
NXPH3_NRXN3,PRAD,0.44,0.33,3.65,0.24,2.56,4.26,3.95,16.85,27.95,10.94,3.48,38.09,6.05,63.19,60.28
NXPH3_NRXN3,SKCM,0.25,0.49,0.37,5.61,18.62,0.26,0.22,0.06,2.64,0.75,1.63,1.23,16.93,56.2,2.18
NXPH3_NRXN3,STAD,0.0,0.0,0.0,0.0,0.0,1.23,1.58,1.94,15.08,2.29,4.77,10.94,0.0,84.92,12.88
NXPH3_NRXN3,THCA,0.71,0.62,0.62,26.22,8.77,0.99,0.25,0.25,14.97,1.01,0.21,0.21,37.51,12.54,1.66
NXPH3_NRXN3,UCEC,0.22,0.99,2.14,1.1,1.78,10.22,1.3,13.3,68.28,2.16,1.61,3.48,10.99,17.85,19.47
OSM_IL6ST,BLCA,0.0,2.99,19.58,0.0,0.0,1.74,21.19,36.89,19.48,6.56,20.26,132.9,10.34,70.18,189.37
OSM_IL6ST,BRCA,0.3,56.52,168.53,5.24,3.25,0.36,77.22,27.88,8.47,2.98,35.11,104.69,51.22,31.82,329.04
OSM_IL6ST,CESC,0.48,6.94,22.92,3.94,8.07,0.21,24.93,5.26,6.16,3.3,14.22,46.92,26.85,54.97,85.36
OSM_IL6ST,CRC,0.02,2.97,38.69,0.02,0.16,0.33,13.76,4.55,1.11,13.03,28.14,366.83,9.42,89.3,410.8
OSM_IL6ST,ESCA,0.19,6.32,11.33,1.02,8.48,0.06,24.81,1.51,1.28,1.79,52.62,94.28,9.57,79.65,118.37
OSM_IL6ST,GBM,0.44,22.12,348.12,1.05,1.61,1.36,19.21,26.15,2.8,15.74,34.05,535.8,37.23,57.31,934.93
OSM_IL6ST,HNSC,0.32,5.31,26.31,1.3,4.29,0.61,14.09,8.61,6.69,4.95,17.47,86.55,20.45,67.27,128.66
OSM_IL6ST,KIRC,0.11,30.59,130.64,0.86,1.52,0.47,46.83,21.82,5.55,4.27,54.14,231.23,33.24,58.83,393.03
OSM_IL6ST,KIRP,0.0,16.71,94.62,0.0,0.0,0.49,33.63,16.34,7.31,5.66,19.87,112.52,42.34,50.35,223.48
OSM_IL6ST,LGG,0.12,23.08,72.24,1.37,1.98,1.36,19.21,26.15,12.47,3.13,33.32,104.31,34.44,49.73,209.73
OSM_IL6ST,LIHC,0.0,16.3,19.94,0.0,0.0,0.29,28.7,8.21,13.82,1.22,25.53,31.24,33.58,52.6,59.39
OSM_IL6ST,LUAD,0.37,15.33,96.17,1.43,2.89,2.12,40.41,85.71,21.82,6.27,30.91,193.94,24.48,49.38,392.79
OSM_IL6ST,LUSC,0.39,4.54,25.13,0.63,3.3,2.78,41.16,114.47,40.57,5.53,23.76,131.5,8.9,46.6,282.18
OSM_IL6ST,MEDIAN,,,,1.15,2.57,,,,8.55,,,,25.74,,
OSM_IL6ST,OV,0.44,6.46,37.86,2.02,4.62,0.29,26.96,7.85,5.54,5.86,14.77,86.52,26.73,61.09,141.63
OSM_IL6ST,PAAD,0.0,4.26,23.5,0.0,0.0,2.34,30.55,71.52,21.35,5.52,43.51,239.97,7.01,71.63,335.0
OSM_IL6ST,PRAD,0.1,7.87,8.25,1.24,6.14,0.29,32.5,9.29,14.77,1.05,38.88,40.73,13.11,64.74,62.92
OSM_IL6ST,SKCM,0.15,14.65,49.07,1.74,2.26,0.5,23.06,11.55,8.92,3.35,19.04,63.78,37.87,49.22,129.57
OSM_IL6ST,STAD,0.65,5.53,13.08,2.15,18.66,0.3,17.31,5.2,3.13,2.37,47.89,113.28,7.87,68.18,166.15
OSM_IL6ST,THCA,0.0,28.87,61.17,0.0,0.0,0.38,32.98,12.57,8.64,2.12,33.87,71.78,42.04,49.33,145.52
OSM_IL6ST,UCEC,0.22,5.84,23.84,1.31,3.1,0.37,31.41,11.65,12.09,4.09,13.86,56.62,24.74,58.75,96.36
OSM_LIFR,BLCA,0.0,0.51,3.36,0.0,0.0,1.74,4.49,7.82,29.83,6.56,2.29,15.03,12.81,57.36,26.21
OSM_LIFR,BRCA,0.3,1.76,5.26,1.8,5.11,0.36,21.13,7.63,25.54,2.98,5.01,14.92,17.6,49.96,29.87
OSM_LIFR,CESC,0.48,1.04,3.42,3.8,4.99,0.21,19.61,4.14,31.33,3.3,1.36,4.49,25.89,33.98,13.21
OSM_LIFR,CRC,0.02,0.0,0.0,0.0,0.17,0.33,2.72,0.9,5.4,13.03,1.21,15.74,0.0,94.43,16.67
OSM_LIFR,ESCA,0.19,0.42,0.75,0.64,8.11,0.06,18.44,1.12,9.07,1.79,5.27,9.45,6.01,76.17,12.41
OSM_LIFR,GBM,0.44,15.09,237.48,1.97,0.68,1.36,8.01,10.9,3.21,15.74,5.24,82.45,69.88,24.26,339.84
OSM_LIFR,HNSC,0.32,0.95,4.72,2.58,2.82,0.61,1.88,1.15,9.84,4.95,1.04,5.17,40.44,44.31,11.67
OSM_LIFR,KIRC,0.11,14.23,60.77,1.71,0.61,0.47,15.31,7.13,7.77,4.27,5.1,21.76,66.2,23.71,91.8
OSM_LIFR,KIRP,0.0,5.63,31.85,0.0,0.0,0.49,11.73,5.7,9.99,5.66,3.45,19.53,55.8,34.22,57.09
OSM_LIFR,LGG,0.12,24.41,76.43,2.14,1.41,1.36,8.01,10.9,7.64,3.13,16.08,50.33,53.55,35.27,142.72
OSM_LIFR,LIHC,0.0,0.23,0.28,0.0,0.0,0.29,4.92,1.41,29.31,1.22,2.55,3.11,5.78,64.9,4.8
OSM_LIFR,LUAD,0.37,6.18,38.77,2.04,1.55,2.12,18.33,38.88,34.97,6.27,4.71,29.54,34.87,26.57,111.18
OSM_LIFR,LUSC,0.39,2.05,11.34,1.1,1.72,2.78,15.1,42.0,57.37,5.53,3.22,17.81,15.49,24.32,73.22
OSM_LIFR,MEDIAN,,,,1.75,1.48,,,,12.43,,,,27.69,,
OSM_LIFR,OV,0.44,3.56,20.88,4.21,2.18,0.29,11.55,3.36,8.97,5.86,1.85,10.83,55.72,28.92,37.47
OSM_LIFR,PAAD,0.0,0.21,1.15,0.0,0.0,2.34,2.54,5.94,19.07,5.52,4.36,24.06,3.68,77.26,31.14
OSM_LIFR,PRAD,0.1,10.33,10.82,2.8,4.67,0.29,17.77,5.08,13.84,1.05,17.24,18.06,29.48,49.21,36.7
OSM_LIFR,SKCM,0.15,0.84,2.82,1.14,2.76,0.5,2.49,1.25,11.01,3.35,2.04,6.82,24.9,60.19,11.34
OSM_LIFR,STAD,0.65,0.55,1.31,2.4,17.1,0.3,4.6,1.38,9.26,2.37,3.94,9.32,8.77,62.47,14.92
OSM_LIFR,THCA,0.0,3.81,8.07,0.0,0.0,0.38,15.73,5.99,31.87,2.12,2.23,4.74,42.94,25.18,18.8
OSM_LIFR,UCEC,0.22,2.23,9.12,2.46,1.31,0.37,13.21,4.9,24.98,4.09,1.19,4.86,46.48,24.78,19.62
OSM_OSMR,BLCA,0.0,1.11,7.26,0.0,0.0,1.74,10.95,19.07,6.36,6.56,41.72,273.59,2.42,91.22,299.92
OSM_OSMR,BRCA,0.3,4.72,14.08,1.35,7.45,0.36,15.24,5.5,5.17,2.98,26.01,77.55,13.22,72.81,106.51
OSM_OSMR,CESC,0.48,12.81,42.3,4.97,7.65,0.21,8.37,1.77,1.41,3.3,19.71,65.06,33.87,52.1,124.88
OSM_OSMR,CRC,0.02,0.13,1.63,0.0,0.18,0.33,2.85,0.94,0.26,13.03,28.14,366.78,0.44,99.13,370.01
OSM_OSMR,ESCA,0.19,11.64,20.85,1.9,7.68,0.06,9.03,0.55,0.47,1.79,47.12,84.42,17.82,72.14,117.03
OSM_OSMR,GBM,0.44,6.98,109.76,0.52,2.21,1.36,2.25,3.06,0.51,15.74,29.81,469.02,18.35,78.41,598.13
OSM_OSMR,HNSC,0.32,19.77,97.97,2.85,2.94,0.61,11.99,7.33,3.34,4.95,20.4,101.07,44.72,46.14,219.05
OSM_OSMR,KIRC,0.11,12.95,55.31,0.44,2.04,0.47,9.79,4.56,1.4,4.27,60.26,257.36,17.0,79.12,325.3
OSM_OSMR,KIRP,0.0,11.88,67.25,0.0,0.0,0.49,6.72,3.27,2.05,5.66,15.68,88.79,42.21,55.73,159.3
OSM_OSMR,LGG,0.12,0.66,2.08,0.17,3.43,1.36,2.25,3.06,6.24,3.13,13.49,42.22,4.23,85.94,49.13
OSM_OSMR,LIHC,0.0,1.25,1.53,0.0,0.0,0.29,4.07,1.16,5.77,1.22,14.31,17.5,7.59,86.64,20.2
OSM_OSMR,LUAD,0.37,21.78,136.67,1.6,3.48,2.12,18.91,40.11,8.05,6.27,47.17,295.92,27.44,59.42,498.0
OSM_OSMR,LUSC,0.39,18.69,103.41,1.89,3.71,2.78,21.13,58.78,15.2,5.53,36.65,202.83,26.74,52.45,386.7
OSM_OSMR,MEDIAN,,,,0.96,3.16,,,,4.14,,,,17.35,,
OSM_OSMR,OV,0.44,7.21,42.22,1.81,5.04,0.29,14.87,4.33,2.46,5.86,20.07,117.54,23.97,66.72,176.16
OSM_OSMR,PAAD,0.0,4.47,24.66,0.0,0.0,2.34,17.6,41.21,15.79,5.52,35.39,195.16,9.45,74.77,261.03
OSM_OSMR,PRAD,0.1,2.51,2.63,1.11,6.77,0.29,7.12,2.04,9.08,1.05,15.27,16.0,11.71,71.34,22.43
OSM_OSMR,SKCM,0.15,3.05,10.2,0.81,3.19,0.5,9.96,4.99,8.65,3.35,11.99,40.16,17.69,69.65,57.66
OSM_OSMR,STAD,0.65,5.06,11.96,2.94,18.27,0.3,4.73,1.42,1.28,2.37,31.43,74.34,10.74,66.77,111.35
OSM_OSMR,THCA,0.0,0.73,1.54,0.0,0.0,0.38,4.41,1.68,3.41,2.12,21.74,46.06,3.13,93.46,49.29
OSM_OSMR,UCEC,0.22,4.3,17.56,1.64,3.13,0.37,7.41,2.75,4.86,4.09,8.2,33.52,31.06,59.3,56.52
PDGFA_PDGFRA,BLCA,5.0,0.34,5.65,0.37,18.06,8.4,10.9,91.58,20.18,16.66,16.38,272.82,1.24,60.13,453.69
PDGFA_PDGFRA,BRCA,4.28,1.26,13.88,0.58,15.31,16.56,24.36,403.43,43.23,11.0,33.4,367.54,1.49,39.39,933.12
PDGFA_PDGFRA,CESC,10.83,0.48,3.02,1.23,20.12,12.53,22.63,283.59,66.34,6.25,7.94,49.62,0.71,11.61,427.5
PDGFA_PDGFRA,CRC,9.56,1.07,17.27,0.99,30.61,15.55,9.99,155.36,15.01,16.15,33.15,535.39,1.67,51.72,1035.12
PDGFA_PDGFRA,ESCA,12.29,1.24,12.87,2.33,46.96,7.84,7.67,60.15,9.18,10.35,25.04,259.29,1.96,39.56,655.35
PDGFA_PDGFRA,GBM,38.65,27.58,359.62,58.7,10.25,16.81,8.41,141.4,7.79,13.04,4.82,62.81,19.8,3.46,1815.79
PDGFA_PDGFRA,HNSC,14.77,0.83,6.96,4.51,56.0,4.37,3.15,13.77,5.08,8.4,10.29,86.39,2.57,31.85,271.28
PDGFA_PDGFRA,KIRC,15.01,0.0,0.0,0.0,22.55,11.49,11.27,129.48,38.74,25.75,5.02,129.36,0.0,38.71,334.21
PDGFA_PDGFRA,KIRP,52.0,0.02,0.27,0.43,54.57,14.73,6.35,93.58,32.82,11.51,2.99,34.46,0.1,12.08,285.18
PDGFA_PDGFRA,LGG,4.5,99.88,2969.28,12.0,0.65,16.81,8.41,141.4,3.77,29.73,5.43,161.46,79.27,4.31,3745.95
PDGFA_PDGFRA,LIHC,4.84,0.0,0.0,0.0,22.97,1.46,3.58,5.23,3.0,15.59,8.26,128.83,0.0,74.03,174.02
PDGFA_PDGFRA,LUAD,8.48,1.31,18.74,1.61,22.84,23.16,10.18,235.8,34.24,14.34,18.54,265.83,2.72,38.6,688.74
PDGFA_PDGFRA,LUSC,7.75,1.34,27.44,1.08,19.7,20.89,11.2,233.97,24.34,20.46,24.44,500.04,2.85,52.02,961.23
PDGFA_PDGFRA,MEDIAN,,,,1.15,22.9,,,,16.54,,,,1.58,,
PDGFA_PDGFRA,OV,5.11,0.49,3.69,0.31,16.96,3.98,116.48,463.14,57.21,7.55,26.88,202.9,0.46,25.06,809.51
PDGFA_PDGFRA,PAAD,18.03,0.6,10.53,0.46,43.41,18.96,16.76,317.89,13.52,17.51,56.59,990.98,0.45,42.16,2350.66
PDGFA_PDGFRA,PRAD,22.84,0.22,4.31,1.22,44.14,18.26,3.61,65.93,15.94,19.49,7.99,155.78,1.04,37.66,413.68
PDGFA_PDGFRA,SKCM,7.69,0.57,6.83,2.06,34.19,12.11,1.29,15.64,7.34,11.96,9.48,113.36,3.21,53.2,213.07
PDGFA_PDGFRA,STAD,15.96,1.9,24.28,3.08,45.65,10.75,11.15,119.79,12.19,12.8,28.12,359.93,2.47,36.62,982.92
PDGFA_PDGFRA,THCA,3.46,0.0,0.0,0.0,24.33,2.46,3.16,7.78,17.14,8.32,3.19,26.56,0.0,58.53,45.38
PDGFA_PDGFRA,UCEC,7.21,0.96,7.53,1.78,16.04,10.06,24.09,242.38,62.67,7.89,8.61,67.91,1.95,17.56,386.75
PDGFB_PDGFRA,BLCA,2.67,0.34,4.47,0.3,14.28,3.74,10.9,40.78,13.34,13.19,16.38,215.91,1.46,70.62,305.72
PDGFB_PDGFRA,BRCA,11.72,1.26,16.15,1.32,34.9,11.17,24.36,272.13,24.25,12.8,33.4,427.48,1.44,38.1,1122.13
PDGFB_PDGFRA,CESC,2.93,0.48,2.38,0.56,9.19,8.28,22.63,187.41,73.91,4.92,7.94,39.06,0.94,15.4,253.56
PDGFB_PDGFRA,CRC,1.79,1.07,19.34,0.27,8.39,2.65,9.99,26.49,3.75,18.08,33.15,599.57,2.74,84.85,706.61
PDGFB_PDGFRA,ESCA,4.06,1.24,16.82,1.03,20.79,3.49,7.67,26.78,5.47,13.53,25.04,338.89,3.44,69.27,489.26
PDGFB_PDGFRA,GBM,7.71,27.58,354.6,27.71,4.84,12.0,8.41,100.95,13.16,12.86,4.82,61.93,46.22,8.07,767.24
PDGFB_PDGFRA,HNSC,4.64,0.83,6.81,2.54,31.55,2.63,3.15,8.3,5.49,8.22,10.29,84.59,4.5,55.92,151.28
PDGFB_PDGFRA,KIRC,8.12,0.0,0.0,0.0,11.65,12.73,11.27,143.43,40.95,33.05,5.02,165.99,0.0,47.39,350.24
PDGFB_PDGFRA,KIRP,2.35,0.02,0.22,0.05,6.05,12.83,6.35,81.53,70.19,9.13,2.99,27.34,0.19,23.53,116.16
PDGFB_PDGFRA,LGG,3.08,99.88,1876.89,12.79,0.7,12.0,8.41,100.95,4.2,18.79,5.43,102.06,78.07,4.25,2404.03
PDGFB_PDGFRA,LIHC,2.39,0.0,0.0,0.0,23.82,1.19,3.58,4.25,5.12,7.13,8.26,58.95,0.0,71.06,82.95
PDGFB_PDGFRA,LUAD,3.14,1.31,12.46,0.96,13.6,17.39,10.18,177.07,41.31,9.53,18.54,176.67,2.91,41.22,428.61
PDGFB_PDGFRA,LUSC,4.15,1.34,15.42,0.87,15.94,20.79,11.2,232.85,36.59,11.5,24.44,281.1,2.42,44.17,636.41
PDGFB_PDGFRA,MEDIAN,,,,0.84,15.11,,,,18.68,,,,1.94,,
PDGFB_PDGFRA,OV,3.91,0.49,9.47,0.2,11.12,2.65,116.48,308.18,32.6,19.37,26.88,520.69,1.0,55.08,945.32
PDGFB_PDGFRA,PAAD,4.92,0.6,10.27,0.19,18.02,17.01,16.76,285.13,18.47,17.09,56.59,967.22,0.67,62.65,1543.83
PDGFB_PDGFRA,PRAD,2.61,0.22,1.0,0.8,28.92,3.77,3.61,13.62,18.9,4.51,7.99,36.04,1.38,50.01,72.07
PDGFB_PDGFRA,SKCM,2.15,0.57,5.58,0.97,16.13,4.93,1.29,6.37,5.05,9.76,9.48,92.54,4.42,73.42,126.04
PDGFB_PDGFRA,STAD,4.95,1.9,17.03,2.09,31.04,2.69,11.15,29.99,6.69,8.98,28.12,252.54,3.8,56.37,448.01
PDGFB_PDGFRA,THCA,8.5,0.0,0.0,0.0,41.87,4.63,3.16,14.64,22.58,7.22,3.19,23.04,0.0,35.54,64.82
PDGFB_PDGFRA,UCEC,3.75,0.96,7.89,1.21,10.93,7.49,24.09,180.48,61.11,8.26,8.61,71.11,2.67,24.08,295.33
PDGFB_PDGFRB,BLCA,2.67,1.69,22.25,0.36,15.41,3.74,20.49,76.65,6.22,13.19,71.26,939.55,1.8,76.21,1232.9
PDGFB_PDGFRB,BRCA,11.72,12.11,155.0,5.21,34.41,11.17,41.8,466.98,17.13,12.8,80.04,1024.39,5.68,37.57,2726.71
PDGFB_PDGFRB,CESC,2.93,2.39,11.77,0.98,13.72,8.28,52.4,433.94,60.66,4.92,33.45,164.49,1.64,22.99,715.34
PDGFB_PDGFRB,CRC,1.79,3.24,58.62,0.21,8.73,2.65,7.13,18.9,0.69,18.08,133.35,2411.43,2.14,88.23,2733.23
PDGFB_PDGFRB,ESCA,4.06,5.13,69.36,1.15,21.64,3.49,6.8,23.74,1.31,13.53,96.73,1309.06,3.82,72.09,1815.96
PDGFB_PDGFRB,GBM,7.71,13.91,178.89,12.59,20.96,12.0,7.44,89.3,10.49,12.86,23.15,297.71,21.0,34.96,851.67
PDGFB_PDGFRB,HNSC,4.64,3.99,32.78,2.69,32.91,2.63,3.39,8.92,1.3,8.22,48.81,401.37,4.76,58.34,687.99
PDGFB_PDGFRB,KIRC,8.12,8.81,291.14,1.14,17.82,12.73,19.49,248.09,3.94,33.05,138.22,4567.5,4.62,72.48,6301.31
PDGFB_PDGFRB,KIRP,2.35,1.59,14.48,0.96,7.1,12.83,18.33,235.11,60.6,9.13,11.73,107.16,3.73,27.62,387.99
PDGFB_PDGFRB,LGG,3.08,8.95,168.21,5.14,6.59,12.0,7.44,89.3,16.66,18.79,11.47,215.52,31.39,40.22,535.88
PDGFB_PDGFRB,LIHC,2.39,3.75,26.72,2.38,22.49,1.19,2.97,3.52,0.94,7.13,35.41,252.61,7.1,67.09,376.5
PDGFB_PDGFRB,LUAD,3.14,6.23,59.32,1.86,12.82,17.39,24.64,428.56,40.8,9.53,42.84,408.17,5.65,38.86,1050.31
PDGFB_PDGFRB,LUSC,4.15,3.8,43.76,0.93,15.32,20.79,31.51,655.04,38.73,11.5,62.41,717.77,2.59,42.44,1691.45
PDGFB_PDGFRB,MEDIAN,,,,1.73,16.56,,,,12.24,,,,4.29,,
PDGFB_PDGFRB,OV,3.91,3.22,62.46,0.72,13.72,2.65,92.11,243.7,13.99,19.37,61.13,1184.18,3.59,67.98,1741.9
PDGFB_PDGFRB,PAAD,4.92,5.77,98.68,0.62,16.47,17.01,63.21,1075.24,23.51,17.09,153.15,2617.69,2.16,57.24,4573.07
PDGFB_PDGFRB,PRAD,2.61,3.14,14.17,2.73,28.66,3.77,11.43,43.11,14.34,4.51,33.05,149.01,4.71,49.56,300.65
PDGFB_PDGFRB,SKCM,2.15,5.3,51.75,2.35,14.43,4.93,6.74,33.24,6.86,9.76,32.59,318.19,10.68,65.68,484.46
PDGFB_PDGFRB,STAD,4.95,6.48,58.16,2.19,32.77,2.69,8.57,23.06,1.57,8.98,97.11,872.2,3.97,59.51,1465.73
PDGFB_PDGFRB,THCA,8.5,5.1,36.78,8.84,40.2,4.63,9.89,45.8,9.34,7.22,23.18,167.27,7.5,34.12,490.25
PDGFB_PDGFRB,UCEC,3.75,3.63,30.0,1.59,16.65,7.49,47.48,355.71,41.56,8.26,38.03,314.08,3.51,36.69,855.96
PDGFC_FLT4,BLCA,0.72,0.9,13.19,1.0,2.41,10.01,1.81,18.13,27.72,14.59,2.18,31.86,20.16,48.71,65.41
PDGFC_FLT4,BRCA,6.34,1.1,18.06,3.25,12.2,19.37,4.97,96.28,44.7,16.37,4.14,67.78,8.38,31.47,215.39
PDGFC_FLT4,CESC,5.74,0.51,1.69,1.6,4.03,26.99,6.16,166.3,91.11,3.32,1.28,4.27,0.93,2.34,182.53
PDGFC_FLT4,CRC,0.82,0.23,5.46,0.14,3.03,3.72,1.53,5.7,4.35,23.89,4.84,115.63,4.17,88.31,130.94
PDGFC_FLT4,ESCA,1.95,0.54,6.84,1.19,11.16,4.07,1.48,6.03,6.86,12.73,5.04,64.16,7.78,73.01,87.88
PDGFC_FLT4,GBM,11.04,2.94,41.39,27.34,15.66,3.24,0.78,2.53,2.13,14.09,1.68,23.7,34.89,19.98,118.63
PDGFC_FLT4,HNSC,3.36,0.38,5.0,2.5,16.83,3.88,0.61,2.37,4.65,13.22,2.55,33.73,9.82,66.21,50.94
PDGFC_FLT4,KIRC,16.29,6.3,77.31,11.91,38.65,15.07,6.52,98.29,11.39,12.26,20.46,250.92,8.96,29.09,862.6
PDGFC_FLT4,KIRP,19.89,1.07,13.48,10.28,18.89,14.73,7.38,108.72,52.4,12.57,1.97,24.77,6.5,11.94,207.49
PDGFC_FLT4,LGG,11.92,2.33,16.41,43.94,16.43,3.24,0.78,2.53,4.0,7.03,0.87,6.14,25.93,9.7,63.29
