sample,IDC_Her2,IDC_Basal,IDC_LumA,IDC_LumB,ILC_LumA
TMEM223,1.0,1.0,1.0,1.0,1.0
GPC2,0.58,0.729,0.197,0.385,0.302
ANKRD30BL,0.0,0.0,0.0,0.0,0.0
MAP3K12,1.0,0.944,1.0,1.0,1.0
CD151,1.0,1.0,1.0,1.0,1.0
CD164,1.0,1.0,1.0,1.0,1.0
NHLRC4,0.26,0.084,0.677,0.467,0.821
MEGF11,0.0,0.056,0.02,0.008,0.009
CEACAM1,0.92,0.963,0.975,0.926,1.0
RC3H1,1.0,1.0,1.0,0.992,1.0
GOLGA8H,0.0,0.0,0.0,0.0,0.0
AIF1L,1.0,1.0,0.975,0.951,1.0
HYAL1,0.16,0.234,0.283,0.139,0.689
MTMR9,0.98,0.822,0.995,0.943,0.991
IBTK,1.0,1.0,1.0,1.0,1.0
DNAH14,1.0,1.0,0.995,1.0,1.0
METTL24,0.0,0.047,0.025,0.016,0.009
NDRG2,1.0,1.0,1.0,1.0,1.0
CDCA4,1.0,1.0,1.0,1.0,1.0
ADM2,0.96,0.963,0.869,0.902,0.811
TMEM247,0.0,0.0,0.0,0.0,0.0
KCNK18,0.0,0.0,0.0,0.0,0.0
PPP1R32,0.58,0.589,0.879,0.713,0.906
LRRC7,0.0,0.019,0.005,0.0,0.009
ZBTB5,1.0,1.0,1.0,1.0,1.0
POLH,1.0,1.0,1.0,1.0,1.0
PNP,1.0,1.0,1.0,1.0,1.0
TRAK2,1.0,1.0,1.0,1.0,1.0
OR10G9,0.0,0.0,0.0,0.0,0.0
KLHL22,1.0,1.0,1.0,1.0,1.0
CYP46A1,0.02,0.009,0.066,0.025,0.113
LACE1,0.96,0.953,0.985,0.943,0.953
MED14,1.0,1.0,1.0,1.0,1.0
SH3PXD2A,1.0,0.991,1.0,1.0,1.0
ATP5L,1.0,1.0,1.0,1.0,1.0
BARX2,0.88,0.953,0.934,0.902,0.896
DLST,1.0,1.0,1.0,1.0,1.0
MTA3,1.0,1.0,1.0,1.0,1.0
HTR3E,0.0,0.0,0.0,0.0,0.0
HNMT,1.0,1.0,1.0,1.0,1.0
MDS2,0.0,0.009,0.0,0.0,0.0
PSMG1,1.0,1.0,1.0,1.0,1.0
HKR1,1.0,1.0,1.0,1.0,1.0
LCLAT1,1.0,1.0,1.0,0.992,1.0
PTPN13,0.94,0.897,0.965,0.934,0.972
LPGAT1,1.0,1.0,1.0,1.0,1.0
PKN1,1.0,1.0,1.0,1.0,1.0
KRT7,1.0,1.0,1.0,0.959,1.0
C5orf49,0.48,0.14,0.859,0.795,0.802
RTP4,0.9,0.935,0.975,0.861,0.953
NLRP14,0.0,0.0,0.0,0.0,0.0
C2orf50,0.02,0.0,0.167,0.213,0.104
TM4SF18,0.98,0.981,0.99,0.959,1.0
UBIAD1,1.0,1.0,1.0,1.0,1.0
MED20,1.0,1.0,1.0,1.0,1.0
MARCKS,1.0,1.0,1.0,1.0,1.0
AXDND1,0.04,0.009,0.02,0.016,0.038
KIF4B,0.0,0.0,0.0,0.0,0.0
SMYD5,1.0,1.0,1.0,1.0,1.0
SUV39H1,0.98,1.0,1.0,1.0,1.0
HYOU1,1.0,1.0,1.0,1.0,1.0
CLVS2,0.02,0.0,0.015,0.016,0.0
FLRT3,0.56,0.178,0.646,0.557,0.557
TMC6,1.0,1.0,1.0,1.0,1.0
ASPA,0.0,0.009,0.056,0.033,0.17
TBC1D32,0.8,0.785,0.919,0.885,0.953
CSNK1A1,1.0,1.0,1.0,1.0,1.0
SLC30A9,1.0,1.0,1.0,1.0,1.0
SLC16A3,1.0,1.0,1.0,1.0,1.0
TGFBI,1.0,1.0,1.0,1.0,1.0
SULT1B1,0.04,0.047,0.015,0.0,0.0
PLCD3,1.0,1.0,1.0,1.0,1.0
CBLN4,0.0,0.0,0.086,0.0,0.189
SLCO1C1,0.02,0.028,0.096,0.074,0.123
CHRAC1,1.0,1.0,1.0,1.0,1.0
WNT8B,0.0,0.009,0.0,0.0,0.0
DNMT3B,0.94,0.935,0.51,0.844,0.547
KLHL21,1.0,1.0,1.0,1.0,1.0
CPLX2,0.02,0.0,0.045,0.082,0.019
MRPL16,1.0,1.0,1.0,1.0,1.0
CDADC1,1.0,0.991,1.0,1.0,1.0
MYADM,1.0,1.0,1.0,1.0,1.0
BCAN,0.0,0.234,0.02,0.025,0.038
RABEPK,1.0,1.0,1.0,1.0,1.0
C21orf58,0.9,0.981,0.924,0.951,0.915
CRBN,1.0,1.0,1.0,1.0,1.0
LARS,1.0,1.0,1.0,1.0,1.0
IER5,1.0,1.0,1.0,1.0,1.0
HMGXB3,1.0,1.0,1.0,1.0,1.0
SMIM21,0.0,0.0,0.0,0.0,0.0
MRPS24,1.0,1.0,1.0,1.0,1.0
PARL,1.0,1.0,1.0,1.0,1.0
SRCAP,0.98,0.963,1.0,0.984,0.991
KCNE2,0.1,0.159,0.035,0.139,0.038
TMPO,1.0,1.0,1.0,1.0,1.0
IRAK1BP1,0.38,0.701,0.742,0.689,0.821
PRSS12,0.04,0.645,0.076,0.016,0.255
RGMA,0.68,0.991,0.798,0.533,0.962
SUPT20HL1,0.0,0.0,0.0,0.0,0.0
FBXO43,0.08,0.15,0.01,0.148,0.019
FAM3C,1.0,1.0,1.0,1.0,1.0
MAPKAPK5,1.0,1.0,1.0,1.0,1.0
DCX,0.0,0.15,0.066,0.057,0.085
TSEN54,1.0,1.0,1.0,1.0,1.0
LRP3,1.0,1.0,1.0,1.0,1.0
SFTPC,0.0,0.028,0.025,0.008,0.009
FUNDC2,1.0,1.0,1.0,1.0,1.0
TMED7,1.0,1.0,1.0,1.0,1.0
CEP57,1.0,1.0,1.0,1.0,1.0
DHH,0.0,0.0,0.01,0.0,0.047
DOPEY2,1.0,1.0,1.0,0.992,1.0
C6orf89,1.0,1.0,1.0,1.0,1.0
TSR3,1.0,1.0,1.0,1.0,1.0
RIN1,0.94,0.897,0.975,0.877,0.972
ACTN3,0.02,0.0,0.0,0.008,0.0
PNPLA7,0.68,0.402,0.874,0.754,0.991
DDI2,1.0,1.0,1.0,1.0,1.0
MYL3,0.04,0.019,0.121,0.041,0.321
OR11H7,0.0,0.0,0.0,0.0,0.0
RBM44,0.0,0.0,0.0,0.0,0.0
PRDM14,0.0,0.0,0.005,0.0,0.0
LY6G5B,0.6,0.86,0.682,0.754,0.83
ZNF585A,1.0,0.981,1.0,1.0,1.0
BAALC,0.4,0.374,0.409,0.385,0.406
ATE1,1.0,1.0,1.0,1.0,1.0
WDR44,1.0,1.0,0.995,0.992,1.0
PSMG2,1.0,1.0,1.0,1.0,1.0
BAZ2A,1.0,1.0,1.0,1.0,1.0
CEL,0.5,0.28,0.182,0.23,0.075
BIRC5,1.0,1.0,0.985,1.0,0.991
SLC35E3,1.0,1.0,1.0,1.0,1.0
USP9Y,0.0,0.0,0.015,0.025,0.0
IFNL3,0.0,0.047,0.005,0.0,0.009
CD200R1L,0.0,0.0,0.0,0.0,0.0
EPOR,0.98,0.682,0.975,0.984,1.0
C9orf135,0.04,0.037,0.02,0.033,0.009
GORASP1,1.0,1.0,1.0,1.0,1.0
ZNF586,1.0,0.991,1.0,1.0,1.0
GSTO1,1.0,1.0,1.0,1.0,1.0
GGCX,1.0,1.0,1.0,1.0,1.0
GALNT6,1.0,0.981,1.0,0.992,1.0
EIF1AX,1.0,1.0,1.0,1.0,1.0
FOXP4,1.0,1.0,1.0,1.0,1.0
DHX37,1.0,1.0,1.0,1.0,1.0
POLR1C,1.0,1.0,1.0,1.0,1.0
CLEC17A,0.12,0.075,0.04,0.0,0.085
THAP1,1.0,1.0,1.0,1.0,1.0
DNAJC5B,0.56,0.336,0.172,0.336,0.198
LZTR1,1.0,1.0,1.0,1.0,1.0
SPATA7,1.0,0.991,1.0,1.0,1.0
BCL2L10,0.16,0.28,0.01,0.033,0.028
ALKBH6,1.0,1.0,1.0,1.0,1.0
MTCL1,0.8,0.654,0.949,0.844,0.934
GCM1,0.08,0.0,0.04,0.041,0.019
FAM221A,0.86,0.888,0.965,0.885,0.943
GAPT,0.76,0.523,0.919,0.754,0.972
CMC4,1.0,1.0,0.995,1.0,0.991
CRLF1,0.92,0.944,0.96,0.902,0.962
KCNH4,0.0,0.0,0.0,0.008,0.0
CRY1,1.0,1.0,1.0,1.0,1.0
NLGN4Y,0.0,0.0,0.015,0.025,0.0
SKA2,1.0,1.0,1.0,1.0,1.0
TTC27,1.0,1.0,1.0,1.0,1.0
PANX2,0.42,0.72,0.47,0.574,0.443
HPX,0.92,0.252,0.97,0.918,0.981
ZCCHC14,1.0,1.0,1.0,1.0,1.0
KHDC3L,0.0,0.0,0.0,0.0,0.0
ZNF703,1.0,0.981,1.0,1.0,1.0
SP140L,1.0,1.0,0.99,0.975,1.0
C16orf70,1.0,0.991,1.0,1.0,1.0
CALD1,1.0,1.0,1.0,1.0,1.0
SNX9,1.0,1.0,1.0,1.0,1.0
PRR18,0.02,0.075,0.005,0.008,0.0
LGR5,0.06,0.327,0.096,0.066,0.047
GGT6,0.94,0.935,0.879,0.836,0.981
APLN,0.84,0.766,0.798,0.828,0.66
MKNK2,1.0,1.0,1.0,1.0,1.0
ST3GAL3,1.0,1.0,1.0,1.0,1.0
STAB1,1.0,1.0,1.0,1.0,1.0
TUBB,1.0,1.0,1.0,1.0,1.0
CACNA1D,0.62,0.252,0.884,0.746,0.906
GPRIN3,0.52,0.505,0.601,0.533,0.679
IP6K1,1.0,1.0,1.0,1.0,1.0
TRIM4,1.0,1.0,1.0,1.0,1.0
ANKRD33,0.02,0.0,0.0,0.0,0.0
DAPK1,0.96,0.981,0.96,0.951,0.981
GMEB1,1.0,1.0,1.0,1.0,1.0
ZNF720,1.0,1.0,1.0,1.0,1.0
CXCR5,0.86,0.925,0.712,0.705,0.821
TAF15,1.0,1.0,1.0,1.0,1.0
GSG1,0.02,0.0,0.0,0.016,0.0
BPHL,1.0,1.0,1.0,1.0,1.0
SLC35G3,0.0,0.0,0.0,0.0,0.0
RARS,1.0,1.0,1.0,1.0,1.0
ZBTB46,0.98,0.935,0.995,0.984,1.0
NFE2L3,0.98,1.0,1.0,1.0,1.0
PAAF1,1.0,1.0,1.0,1.0,1.0
FAM227A,0.26,0.168,0.242,0.287,0.255
CMYA5,0.6,0.495,0.98,0.926,0.991
KLHDC1,0.12,0.047,0.747,0.549,0.887
KRTAP15-1,0.0,0.0,0.0,0.0,0.0
CFAP58,0.0,0.037,0.015,0.016,0.0
PQLC1,1.0,1.0,1.0,1.0,1.0
SURF4,1.0,1.0,1.0,1.0,1.0
FKBP1A,1.0,1.0,1.0,1.0,1.0
TNFRSF18,0.84,0.879,0.949,0.91,0.943
SMPD4,1.0,1.0,1.0,1.0,1.0
MND1,1.0,0.991,0.894,0.984,0.877
AGFG1,1.0,1.0,1.0,1.0,1.0
OR6T1,0.0,0.0,0.0,0.0,0.0
CRYBA4,0.0,0.0,0.0,0.0,0.0
CRIPT,1.0,1.0,1.0,1.0,1.0
RCCD1,1.0,1.0,0.995,1.0,1.0
HP1BP3,1.0,1.0,1.0,1.0,1.0
EPHA6,0.0,0.028,0.066,0.107,0.038
SMG7,1.0,1.0,1.0,1.0,1.0
ACY1,1.0,1.0,1.0,1.0,1.0
BTG4,0.0,0.0,0.0,0.0,0.0
OLAH,0.0,0.29,0.0,0.0,0.0
GRIN3A,0.02,0.0,0.0,0.0,0.009
PGP,1.0,1.0,1.0,1.0,1.0
IDH1,1.0,1.0,1.0,1.0,1.0
CEP135,0.92,0.925,0.975,0.975,0.962
MAP1A,0.88,0.523,0.965,0.943,0.934
PAOX,1.0,0.972,1.0,0.975,1.0
CNNM2,0.86,0.86,0.955,0.885,0.981
OR10X1,0.0,0.0,0.0,0.0,0.0
TAF1A,0.96,0.991,0.995,0.984,0.991
ZNF736,0.98,0.981,0.985,1.0,0.991
HSF2BP,0.44,0.514,0.561,0.607,0.509
MLN,0.0,0.0,0.0,0.0,0.0
RNF115,1.0,1.0,1.0,1.0,1.0
IZUMO2,0.0,0.019,0.0,0.0,0.0
ZNF395,1.0,1.0,1.0,1.0,1.0
SMCHD1,0.98,1.0,1.0,1.0,1.0
CACNG5,0.0,0.0,0.0,0.008,0.0
HK3,0.8,0.822,0.48,0.623,0.491
CCDC12,1.0,1.0,1.0,1.0,1.0
MS4A15,0.36,0.121,0.52,0.557,0.613
PP2D1,0.0,0.0,0.005,0.0,0.0
SGMS1,1.0,1.0,1.0,1.0,1.0
PPBP,0.04,0.075,0.0,0.0,0.019
HNF1A,0.0,0.009,0.01,0.033,0.009
USP1,1.0,1.0,1.0,1.0,1.0
ADAMTS2,1.0,0.972,1.0,0.992,0.991
TXNIP,1.0,1.0,1.0,1.0,1.0
FAM69C,0.04,0.234,0.025,0.008,0.047
SMAD1,0.98,0.991,0.995,0.984,1.0
ZDHHC12,1.0,1.0,1.0,1.0,1.0
SOCS2,1.0,0.953,0.985,0.934,1.0
OR2T12,0.0,0.0,0.0,0.0,0.0
TICRR,0.82,1.0,0.369,0.82,0.217
MRPL41,1.0,1.0,1.0,1.0,1.0
CLDN19,0.0,0.037,0.096,0.0,0.132
DLL4,0.98,0.953,0.985,0.984,1.0
NUDT16L1,1.0,1.0,1.0,1.0,1.0
POGLUT1,1.0,1.0,1.0,1.0,1.0
ADGRE5,1.0,1.0,0.995,1.0,1.0
ACOT7,1.0,1.0,1.0,1.0,1.0
FMO1,0.9,0.888,0.828,0.795,0.887
KRTAP13-3,0.0,0.0,0.0,0.0,0.0
SLC6A12,0.12,0.29,0.157,0.27,0.132
LRRC8B,1.0,0.991,1.0,0.992,1.0
LCE1D,0.0,0.009,0.0,0.0,0.009
SSU72,1.0,1.0,1.0,1.0,1.0
AKAP14,0.08,0.028,0.106,0.074,0.047
MFSD7,0.96,0.879,0.99,0.959,0.981
THEMIS,0.22,0.234,0.091,0.115,0.236
SETD4,1.0,1.0,1.0,1.0,1.0
SMG9,1.0,1.0,1.0,1.0,1.0
HOXC8,0.9,0.748,0.899,0.82,0.906
DNAJC15,1.0,1.0,1.0,0.975,1.0
UBE3D,0.68,0.944,0.737,0.844,0.802
C19orf43,1.0,1.0,1.0,1.0,1.0
GAA,1.0,1.0,1.0,1.0,1.0
CEACAM5,0.72,0.112,0.742,0.754,0.528
TADA2A,1.0,1.0,1.0,1.0,1.0
TFAP2D,0.0,0.009,0.0,0.0,0.0
APBB1IP,1.0,0.944,0.99,0.967,1.0
NAP1L3,0.38,0.29,0.727,0.402,0.858
LRRC52,0.02,0.009,0.005,0.008,0.0
IL18R1,0.22,0.523,0.217,0.139,0.462
MEF2A,1.0,1.0,1.0,1.0,1.0
OR10A5,0.0,0.0,0.0,0.0,0.0
ARL8A,1.0,1.0,1.0,1.0,1.0
PAQR8,0.76,0.86,0.919,0.82,0.953
MRPL3,1.0,1.0,1.0,1.0,1.0
DAAM2,0.9,0.86,0.944,0.885,0.972
WNT6,0.2,0.682,0.01,0.049,0.047
PRDX6,1.0,1.0,1.0,1.0,1.0
SIN3A,1.0,1.0,1.0,1.0,1.0
NDUFB10,1.0,1.0,1.0,1.0,1.0
C19orf54,1.0,0.991,0.99,1.0,1.0
TM7SF3,1.0,1.0,1.0,1.0,1.0
GOLIM4,1.0,1.0,1.0,1.0,1.0
HAPLN4,0.0,0.037,0.005,0.0,0.0
ADCY1,0.24,0.299,0.864,0.705,0.783
C6orf120,1.0,1.0,1.0,1.0,1.0
WNT5A,0.88,0.72,0.929,0.779,0.934
TRPC1,0.26,0.439,0.631,0.451,0.755
TATDN2,1.0,1.0,1.0,1.0,1.0
PSMA6,1.0,1.0,1.0,1.0,1.0
VANGL2,0.68,0.972,0.879,0.705,0.972
PHKG1,0.2,0.514,0.126,0.057,0.5
FBXL14,0.98,1.0,1.0,0.992,1.0
LSM8,1.0,1.0,1.0,1.0,1.0
UBASH3B,0.4,0.813,0.242,0.23,0.226
DDIT4L,0.04,0.308,0.232,0.213,0.377
BSPRY,1.0,1.0,1.0,1.0,1.0
TMEM187,1.0,1.0,1.0,1.0,1.0
STK35,1.0,1.0,1.0,1.0,1.0
PANX1,1.0,1.0,1.0,1.0,1.0
ZNF24,1.0,1.0,1.0,1.0,1.0
PCP2,0.42,0.196,0.904,0.836,0.934
RRAGB,1.0,1.0,1.0,1.0,1.0
KLHL35,0.86,0.813,0.955,0.885,0.981
PIKFYVE,0.96,0.972,0.995,0.975,0.991
RAD9B,0.06,0.084,0.02,0.049,0.0
SAPCD1,0.26,0.523,0.217,0.369,0.453
HIST1H2AA,0.0,0.0,0.0,0.0,0.0
CRB1,0.0,0.019,0.0,0.0,0.009
S100A16,1.0,1.0,1.0,1.0,1.0
ZNF679,0.0,0.019,0.0,0.0,0.0
TSPY3,0.0,0.0,0.0,0.0,0.0
ATF7,1.0,1.0,1.0,1.0,1.0
GFOD2,1.0,1.0,1.0,1.0,1.0
SLC16A11,0.02,0.178,0.162,0.098,0.377
NCAM2,0.56,0.103,0.778,0.762,0.906
RFX7,0.98,0.897,0.995,0.984,1.0
SNUPN,1.0,1.0,1.0,1.0,1.0
IL1RL2,0.12,0.664,0.121,0.098,0.113
TRAF4,1.0,1.0,1.0,1.0,1.0
ZNF45,1.0,1.0,1.0,1.0,1.0
WNT8A,0.0,0.0,0.0,0.0,0.0
DEXI,1.0,1.0,1.0,1.0,1.0
SPG21,1.0,1.0,1.0,1.0,1.0
CDKL1,0.56,0.813,0.773,0.557,0.849
CMPK1,1.0,1.0,1.0,1.0,1.0
GATSL2,0.38,0.355,0.581,0.541,0.538
EN2,0.04,0.121,0.035,0.041,0.009
UBXN6,1.0,1.0,1.0,1.0,1.0
PROX2,0.0,0.0,0.005,0.0,0.009
PPIAL4G,0.0,0.0,0.0,0.0,0.0
HS3ST4,0.02,0.103,0.0,0.008,0.009
NPDC1,1.0,0.991,1.0,1.0,1.0
ZNF552,1.0,1.0,1.0,1.0,1.0
FAM189B,1.0,1.0,0.995,1.0,1.0
SPRED1,1.0,0.991,1.0,0.975,1.0
YDJC,1.0,1.0,0.995,1.0,1.0
TBC1D21,0.0,0.0,0.0,0.0,0.0
SLC1A5,1.0,1.0,1.0,1.0,1.0
DENR,1.0,1.0,1.0,1.0,1.0
DDX23,1.0,1.0,1.0,1.0,1.0
MALT1,0.98,1.0,1.0,0.975,1.0
TPCN2,1.0,1.0,1.0,0.984,1.0
SPEG,0.86,0.972,0.985,0.926,0.991
MRPL47,1.0,1.0,1.0,1.0,1.0
GALNT14,0.84,0.804,0.682,0.746,0.67
TOPAZ1,0.0,0.0,0.0,0.0,0.0
ZNF714,0.88,0.879,0.924,0.934,0.896
TNNI2,0.28,0.701,0.303,0.172,0.585
GRIN2A,0.02,0.093,0.005,0.016,0.0
PLPP6,1.0,1.0,1.0,1.0,1.0
GRAPL,0.0,0.065,0.04,0.0,0.255
PRPF39,1.0,1.0,1.0,1.0,1.0
RLF,0.98,1.0,1.0,0.992,1.0
AP3S1,1.0,1.0,1.0,1.0,1.0
ADD1,1.0,1.0,1.0,1.0,1.0
SYNE4,1.0,0.944,1.0,1.0,1.0
STK16,1.0,1.0,1.0,1.0,1.0
BCL2L12,1.0,1.0,0.995,1.0,1.0
MICAL2,1.0,1.0,1.0,1.0,1.0
POLD2,1.0,1.0,1.0,1.0,1.0
TNFSF15,0.26,0.486,0.182,0.295,0.264
SGSM3,1.0,1.0,1.0,1.0,1.0
MT1G,0.9,1.0,0.939,0.918,0.943
PIK3CB,1.0,1.0,1.0,1.0,1.0
CES5A,0.02,0.0,0.005,0.0,0.009
CDKN2D,1.0,1.0,0.995,1.0,1.0
ARPC1A,1.0,1.0,1.0,1.0,1.0
MPEG1,1.0,0.963,0.995,0.975,1.0
GAN,0.64,0.71,0.333,0.336,0.226
LIAS,1.0,1.0,1.0,1.0,1.0
C1QC,1.0,1.0,1.0,1.0,1.0
MRPS12,1.0,1.0,1.0,1.0,1.0
TGFA,0.7,0.879,0.581,0.385,0.642
LRRC8C,0.92,0.935,0.955,0.877,0.991
NDUFA2,1.0,1.0,1.0,1.0,1.0
SLC22A1,0.02,0.047,0.025,0.041,0.019
OSBPL6,0.72,0.467,0.778,0.844,0.84
RNF19B,1.0,1.0,1.0,1.0,1.0
SLC39A1,1.0,1.0,1.0,1.0,1.0
FKBP7,1.0,1.0,1.0,1.0,1.0
HMGB3,1.0,1.0,1.0,1.0,1.0
EXOC8,1.0,1.0,1.0,1.0,1.0
SBF2,0.98,1.0,1.0,1.0,1.0
ZNF18,1.0,1.0,1.0,0.959,0.991
OIP5,1.0,1.0,0.919,0.992,0.811
EFCAB8,0.0,0.0,0.0,0.0,0.0
NT5DC3,0.86,0.972,0.939,0.943,0.962
RPS3,1.0,1.0,1.0,1.0,1.0
MED9,1.0,1.0,1.0,1.0,1.0
NAA10,1.0,1.0,1.0,1.0,1.0
CX3CR1,0.48,0.458,0.854,0.508,0.943
MEDAG,0.8,0.729,0.884,0.689,0.925
EPSTI1,1.0,0.981,0.995,0.992,0.972
ACR,0.06,0.168,0.005,0.016,0.0
HOXA6,0.12,0.196,0.066,0.066,0.142
C4orf19,0.48,0.692,0.652,0.68,0.547
SNRPG,1.0,1.0,1.0,1.0,1.0
NUDT18,0.98,0.972,1.0,0.984,1.0
HOXB8,0.28,0.103,0.101,0.131,0.151
NXT2,1.0,0.991,1.0,1.0,1.0
CSNK1G2,1.0,1.0,1.0,1.0,1.0
GRPEL1,1.0,1.0,1.0,1.0,1.0
IL36RN,0.0,0.112,0.0,0.016,0.0
GALNT1,1.0,1.0,1.0,1.0,1.0
ST6GAL2,0.54,0.402,0.768,0.582,0.604
ZNF526,1.0,1.0,1.0,1.0,1.0
GOSR1,1.0,1.0,1.0,1.0,1.0
TBX4,0.02,0.075,0.0,0.016,0.009
IGLL5,0.98,0.972,0.924,0.877,0.972
CCR5,0.88,0.879,0.803,0.828,0.877
METTL9,1.0,1.0,1.0,1.0,1.0
ORC6,1.0,1.0,0.894,1.0,0.774
TRIO,1.0,1.0,1.0,1.0,1.0
SH3RF3,0.46,0.533,0.601,0.32,0.774
ISOC1,1.0,1.0,0.995,1.0,1.0
ZP1,0.24,0.056,0.01,0.049,0.0
FAM20A,1.0,0.991,0.985,0.975,1.0
TMEM242,1.0,1.0,1.0,1.0,1.0
REPIN1,1.0,1.0,1.0,1.0,1.0
CCL24,0.08,0.075,0.005,0.016,0.047
MIPEP,1.0,1.0,1.0,1.0,1.0
CKAP5,1.0,1.0,1.0,1.0,1.0
OR1D4,0.0,0.0,0.0,0.0,0.0
ANXA13,0.02,0.028,0.01,0.0,0.019
NUP50,1.0,1.0,1.0,1.0,1.0
VPS37B,1.0,1.0,1.0,1.0,1.0
NELL1,0.06,0.028,0.157,0.156,0.104
ARHGAP4,1.0,1.0,1.0,1.0,1.0
GPR153,1.0,0.907,0.949,0.877,0.991
PSG1,0.0,0.0,0.0,0.0,0.009
CDH8,0.06,0.019,0.02,0.057,0.009
OR4A5,0.0,0.0,0.0,0.0,0.0
TGIF2LY,0.0,0.0,0.0,0.0,0.0
TKT,1.0,1.0,1.0,1.0,1.0
ZNF676,0.2,0.047,0.146,0.148,0.057
CR2,0.22,0.318,0.116,0.041,0.217
DIS3L,1.0,1.0,1.0,1.0,1.0
SYT2,0.0,0.009,0.0,0.0,0.0
CLTC,1.0,1.0,1.0,1.0,1.0
CYB5A,1.0,1.0,1.0,1.0,1.0
SOWAHD,0.18,0.159,0.015,0.139,0.16
BARD1,0.98,1.0,1.0,1.0,1.0
CIDEA,0.2,0.262,0.455,0.238,0.764
RAB8A,1.0,1.0,1.0,1.0,1.0
TCEA1,1.0,1.0,1.0,1.0,1.0
B3GNT8,0.66,0.514,0.934,0.803,0.972
KRT18,1.0,1.0,1.0,1.0,1.0
DCUN1D4,1.0,1.0,1.0,1.0,1.0
CMKLR1,0.92,0.86,0.929,0.951,0.981
RAG2,0.0,0.0,0.005,0.0,0.0
CYSTM1,1.0,1.0,1.0,1.0,1.0
GOLGA6B,0.0,0.0,0.0,0.0,0.0
SH3KBP1,1.0,1.0,1.0,1.0,1.0
NBR1,1.0,1.0,1.0,1.0,1.0
LRRN3,0.04,0.047,0.111,0.098,0.311
RIOK1,1.0,1.0,1.0,1.0,1.0
PPID,1.0,1.0,1.0,1.0,1.0
PHF2,1.0,1.0,1.0,1.0,1.0
C1orf43,1.0,1.0,1.0,1.0,1.0
CYB5RL,0.86,0.897,0.904,0.926,0.934
CALML6,0.06,0.075,0.04,0.016,0.132
CCDC149,1.0,1.0,1.0,0.992,0.991
SNX1,1.0,1.0,1.0,1.0,1.0
HCLS1,1.0,1.0,1.0,1.0,1.0
SLC13A1,0.0,0.0,0.0,0.0,0.0
B3GALT2,0.0,0.009,0.01,0.0,0.009
MAP7D3,0.78,0.963,0.783,0.598,0.915
RNF168,1.0,1.0,1.0,1.0,1.0
CCDC191,0.86,0.804,0.99,0.967,1.0
OR7G1,0.0,0.0,0.0,0.0,0.0
RPS25,1.0,1.0,1.0,1.0,1.0
ZBTB39,0.9,0.907,0.904,0.934,0.915
SPIN2A,0.0,0.009,0.01,0.016,0.009
KIAA1671,1.0,1.0,1.0,1.0,1.0
SFMBT1,1.0,0.972,1.0,1.0,1.0
PSAT1,0.84,0.991,0.424,0.492,0.509
KMT2B,1.0,1.0,0.995,1.0,1.0
TMC3,0.0,0.0,0.131,0.049,0.179
DNAH10,0.02,0.028,0.045,0.025,0.028
MTCH2,1.0,1.0,1.0,1.0,1.0
CYP2C8,0.06,0.047,0.152,0.139,0.094
RAB3IP,1.0,1.0,1.0,1.0,1.0
SMIM19,1.0,1.0,1.0,1.0,1.0
SNX33,1.0,1.0,1.0,1.0,1.0
LRRC75B,1.0,0.981,0.985,0.992,1.0
KRTAP20-3,0.0,0.0,0.0,0.0,0.0
ANXA10,0.02,0.0,0.005,0.016,0.0
CDH2,0.62,0.495,0.586,0.525,0.255
TRHR,0.0,0.0,0.0,0.0,0.0
FAM60A,1.0,1.0,1.0,0.975,1.0
TMEM196,0.0,0.0,0.0,0.0,0.009
HIST1H2AD,0.76,0.738,0.783,0.713,0.481
LCN8,0.0,0.009,0.0,0.0,0.009
ANKRD66,0.0,0.0,0.015,0.016,0.0
PYCARD,1.0,1.0,1.0,1.0,1.0
NIPBL,1.0,1.0,1.0,1.0,1.0
FGG,0.28,0.037,0.091,0.164,0.019
IPO9,1.0,1.0,1.0,1.0,1.0
RPS17,1.0,1.0,1.0,1.0,1.0
DDX52,1.0,1.0,1.0,1.0,1.0
PATE4,0.0,0.0,0.005,0.0,0.009
EGF,0.54,0.308,0.646,0.664,0.623
ARIH1,1.0,1.0,1.0,1.0,1.0
PRR5,1.0,1.0,0.99,1.0,1.0
CD3EAP,1.0,1.0,0.995,1.0,1.0
RILPL1,1.0,1.0,1.0,1.0,1.0
SPARCL1,1.0,1.0,1.0,1.0,1.0
POTEJ,0.0,0.0,0.051,0.033,0.047
ADGRE2,0.48,0.757,0.354,0.369,0.481
HIST1H1T,0.0,0.019,0.02,0.008,0.009
APOC3,0.0,0.0,0.005,0.0,0.0
FANCL,1.0,1.0,1.0,1.0,1.0
CAMKMT,1.0,1.0,1.0,1.0,1.0
CDH19,0.02,0.336,0.005,0.025,0.019
DSE,1.0,0.981,1.0,1.0,1.0
CCDC30,0.72,0.542,0.985,0.91,1.0
MTX1,1.0,1.0,1.0,1.0,1.0
IGSF11,0.0,0.009,0.0,0.0,0.0
HDGFL1,0.0,0.0,0.0,0.0,0.0
EXO5,1.0,1.0,1.0,1.0,1.0
NCR1,0.0,0.009,0.005,0.0,0.009
PHYH,1.0,1.0,1.0,1.0,1.0
UROC1,0.0,0.0,0.0,0.0,0.0
CCM2L,0.56,0.477,0.793,0.697,0.981
PRM2,0.0,0.0,0.0,0.0,0.0
